Date,Open,High,Low,Close,Adj Close,Volume
31-03-2003,863.5,863.5,843.679993,848.179993,848.179993,1495500000
01-04-2003,848.179993,861.280029,847.849976,858.47998,858.47998,1461600000
02-04-2003,858.47998,884.570007,858.47998,880.900024,880.900024,1589800000
03-04-2003,880.900024,885.890015,876.119995,876.450012,876.450012,1339500000
04-04-2003,876.450012,882.72998,874.22998,878.849976,878.849976,1241200000
07-04-2003,878.849976,904.890015,878.849976,879.929993,879.929993,1494000000
08-04-2003,879.929993,883.109985,874.679993,878.289978,878.289978,1235400000
09-04-2003,878.289978,887.349976,865.719971,865.98999,865.98999,1293700000
10-04-2003,865.98999,871.780029,862.76001,871.580017,871.580017,1275300000
11-04-2003,871.580017,883.340027,865.919983,868.299988,868.299988,1141600000
14-04-2003,868.299988,885.26001,868.299988,885.22998,885.22998,1131000000
15-04-2003,885.22998,891.27002,881.849976,890.809998,890.809998,1460200000
16-04-2003,890.809998,896.77002,877.929993,879.909973,879.909973,1587600000
17-04-2003,879.909973,893.830017,879.200012,893.580017,893.580017,1430600000
21-04-2003,893.580017,898.01001,888.169983,892.01001,892.01001,1118700000
22-04-2003,892.01001,911.73999,886.700012,911.369995,911.369995,1631200000
23-04-2003,911.369995,919.73999,909.890015,919.02002,919.02002,1667200000
24-04-2003,919.02002,919.02002,906.690002,911.429993,911.429993,1648100000
25-04-2003,911.429993,911.429993,897.52002,898.809998,898.809998,1335800000
28-04-2003,898.809998,918.150024,898.809998,914.840027,914.840027,1273000000
29-04-2003,914.840027,924.23999,911.099976,917.840027,917.840027,1525600000
30-04-2003,917.840027,922.01001,911.700012,916.919983,916.919983,1788510000
01-05-2003,916.919983,919.679993,902.830017,916.299988,916.299988,1397500000
02-05-2003,916.299988,930.559998,912.349976,930.080017,930.080017,1554300000
05-05-2003,930.080017,933.880005,924.549988,926.549988,926.549988,1446300000
06-05-2003,926.549988,939.609985,926.380005,934.390015,934.390015,1649600000
07-05-2003,934.390015,937.219971,926.409973,929.619995,929.619995,1531900000
08-05-2003,929.619995,929.619995,919.719971,920.27002,920.27002,1379600000
09-05-2003,920.27002,933.77002,920.27002,933.409973,933.409973,1326100000
12-05-2003,933.409973,946.840027,929.299988,945.109985,945.109985,1378800000
13-05-2003,945.109985,947.51001,938.909973,942.299988,942.299988,1418100000
14-05-2003,942.299988,947.289978,935.23999,939.280029,939.280029,1401800000
15-05-2003,939.280029,948.22998,938.789978,946.669983,946.669983,1508700000
16-05-2003,946.669983,948.650024,938.599976,944.299988,944.299988,1505500000
19-05-2003,944.299988,944.299988,920.22998,920.77002,920.77002,1375700000
20-05-2003,920.77002,925.340027,912.049988,919.72998,919.72998,1505300000
21-05-2003,919.72998,923.849976,914.909973,923.419983,923.419983,1457800000
22-05-2003,923.419983,935.299988,922.539978,931.869995,931.869995,1448500000
23-05-2003,931.869995,935.200012,927.419983,933.219971,933.219971,1201000000
27-05-2003,933.219971,952.76001,927.330017,951.47998,951.47998,1532000000
28-05-2003,951.47998,959.390015,950.119995,953.219971,953.219971,1559000000
29-05-2003,953.219971,962.080017,946.22998,949.640015,949.640015,1685800000
30-05-2003,949.640015,965.380005,949.640015,963.590027,963.590027,1688800000
02-06-2003,963.590027,979.109985,963.590027,967,967,1662500000
03-06-2003,967,973.02002,964.469971,971.559998,971.559998,1450200000
04-06-2003,971.559998,987.849976,970.719971,986.23999,986.23999,1618700000
05-06-2003,986.23999,990.140015,978.130005,990.140015,990.140015,1693100000
06-06-2003,990.140015,1007.690002,986.01001,987.76001,987.76001,1837200000
09-06-2003,987.76001,987.76001,972.590027,975.929993,975.929993,1307000000
10-06-2003,975.929993,984.840027,975.929993,984.840027,984.840027,1275400000
11-06-2003,984.840027,997.47998,981.609985,997.47998,997.47998,1520000000
12-06-2003,997.47998,1002.73999,991.27002,998.51001,998.51001,1553100000
13-06-2003,998.51001,1000.919983,984.27002,988.609985,988.609985,1271600000
16-06-2003,988.609985,1010.859985,988.609985,1010.73999,1010.73999,1345900000
17-06-2003,1010.73999,1015.330017,1007.039978,1011.659973,1011.659973,1479700000
18-06-2003,1011.659973,1015.119995,1004.609985,1010.090027,1010.090027,1488900000
19-06-2003,1010.090027,1011.219971,993.080017,994.700012,994.700012,1530100000
20-06-2003,994.700012,1002.090027,993.359985,995.690002,995.690002,1698000000
23-06-2003,995.690002,995.690002,977.400024,981.640015,981.640015,1398100000
24-06-2003,981.640015,987.840027,979.080017,983.450012,983.450012,1388300000
25-06-2003,983.450012,991.640015,974.859985,975.320007,975.320007,1459200000
26-06-2003,975.320007,986.530029,973.799988,985.820007,985.820007,1387400000
27-06-2003,985.820007,988.880005,974.289978,976.219971,976.219971,1267800000
30-06-2003,976.219971,983.609985,973.599976,974.5,974.5,1587200000
01-07-2003,974.5,983.26001,962.099976,982.320007,982.320007,1460200000
02-07-2003,982.320007,993.780029,982.320007,993.75,993.75,1519300000
03-07-2003,993.75,995,983.340027,985.700012,985.700012,775900000
07-07-2003,985.700012,1005.559998,985.700012,1004.419983,1004.419983,1429100000
08-07-2003,1004.419983,1008.919983,998.72998,1007.840027,1007.840027,1565700000
09-07-2003,1007.840027,1010.429993,998.169983,1002.210022,1002.210022,1618000000
10-07-2003,1002.210022,1002.210022,983.630005,988.700012,988.700012,1465700000
11-07-2003,988.700012,1000.859985,988.700012,998.140015,998.140015,1212700000
14-07-2003,998.140015,1015.409973,998.140015,1003.859985,1003.859985,1448900000
15-07-2003,1003.859985,1009.609985,996.669983,1000.419983,1000.419983,1518600000
16-07-2003,1000.419983,1003.469971,989.299988,994.090027,994.090027,1662000000
17-07-2003,994,994,978.599976,981.72998,981.72998,1661400000
18-07-2003,981.72998,994.25,981.710022,993.320007,993.320007,1365200000
21-07-2003,993.320007,993.320007,975.630005,978.799988,978.799988,1254200000
22-07-2003,978.799988,990.289978,976.080017,988.109985,988.109985,1439700000
23-07-2003,988.109985,989.859985,979.789978,988.609985,988.609985,1362700000
24-07-2003,988.609985,998.890015,981.070007,981.599976,981.599976,1559000000
25-07-2003,981.599976,998.710022,977.48999,998.679993,998.679993,1397500000
28-07-2003,998.679993,1000.679993,993.590027,996.52002,996.52002,1328600000
29-07-2003,996.52002,998.640015,984.150024,989.280029,989.280029,1508900000
30-07-2003,989.280029,992.619995,985.960022,987.48999,987.48999,1391900000
31-07-2003,987.48999,1004.590027,987.48999,990.309998,990.309998,1608000000
01-08-2003,990.309998,990.309998,978.859985,980.150024,980.150024,1390600000
04-08-2003,980.150024,985.75,966.789978,982.820007,982.820007,1318700000
05-08-2003,982.820007,982.820007,964.969971,965.460022,965.460022,1351700000
06-08-2003,965.460022,975.73999,960.840027,967.080017,967.080017,1491000000
07-08-2003,967.080017,974.890015,963.820007,974.119995,974.119995,1389300000
08-08-2003,974.119995,980.570007,973.830017,977.590027,977.590027,1086600000
11-08-2003,977.590027,985.460022,974.210022,980.590027,980.590027,1022200000
12-08-2003,980.590027,990.409973,979.900024,990.349976,990.349976,1132300000
13-08-2003,990.349976,992.5,980.849976,984.030029,984.030029,1208800000
14-08-2003,984.030029,991.909973,980.359985,990.51001,990.51001,1186800000
15-08-2003,990.51001,992.390015,987.099976,990.669983,990.669983,636370000
18-08-2003,990.669983,1000.349976,990.669983,999.73999,999.73999,1127600000
19-08-2003,999.73999,1003.299988,995.299988,1002.349976,1002.349976,1300600000
20-08-2003,1002.349976,1003.539978,996.619995,1000.299988,1000.299988,1210800000
21-08-2003,1000.299988,1009.530029,999.330017,1003.27002,1003.27002,1407100000
22-08-2003,1003.27002,1011.01001,992.619995,993.059998,993.059998,1308900000
25-08-2003,993.059998,993.710022,987.909973,993.710022,993.710022,971700000
26-08-2003,993.710022,997.929993,983.570007,996.72998,996.72998,1178700000
27-08-2003,996.72998,998.049988,993.330017,996.789978,996.789978,1051400000
28-08-2003,996.789978,1004.119995,991.419983,1002.840027,1002.840027,1165200000
29-08-2003,1002.840027,1008.849976,999.52002,1008.01001,1008.01001,945100000
02-09-2003,1008.01001,1022.590027,1005.72998,1021.98999,1021.98999,1470500000
03-09-2003,1021.98999,1029.339966,1021.98999,1026.27002,1026.27002,1675600000
04-09-2003,1026.27002,1029.170044,1022.190002,1027.969971,1027.969971,1453900000
05-09-2003,1027.969971,1029.209961,1018.190002,1021.390015,1021.390015,1465200000
08-09-2003,1021.390015,1032.410034,1021.390015,1031.640015,1031.640015,1299300000
09-09-2003,1031.640015,1031.640015,1021.140015,1023.169983,1023.169983,1414800000
10-09-2003,1023.169983,1023.169983,1009.73999,1010.919983,1010.919983,1582100000
11-09-2003,1010.919983,1020.880005,1010.919983,1016.419983,1016.419983,1335900000
12-09-2003,1016.419983,1019.650024,1007.710022,1018.630005,1018.630005,1236700000
15-09-2003,1018.630005,1019.789978,1013.590027,1014.809998,1014.809998,1151300000
16-09-2003,1014.809998,1029.660034,1014.809998,1029.319946,1029.319946,1403200000
17-09-2003,1029.319946,1031.339966,1024.530029,1025.969971,1025.969971,1338210000
18-09-2003,1025.969971,1040.160034,1025.75,1039.579956,1039.579956,1498800000
19-09-2003,1039.579956,1040.290039,1031.890015,1036.300049,1036.300049,1518600000
22-09-2003,1036.300049,1036.300049,1018.299988,1022.820007,1022.820007,1278800000
23-09-2003,1022.820007,1030.119995,1021.539978,1029.030029,1029.030029,1301700000
24-09-2003,1029.030029,1029.829956,1008.929993,1009.380005,1009.380005,1556000000
25-09-2003,1009.380005,1015.969971,1003.26001,1003.27002,1003.27002,1530000000
26-09-2003,1003.27002,1003.450012,996.080017,996.849976,996.849976,1472500000
29-09-2003,996.849976,1006.890015,995.309998,1006.580017,1006.580017,1366500000
30-09-2003,1006.580017,1006.580017,990.359985,995.969971,995.969971,1590500000
01-10-2003,995.969971,1018.219971,995.969971,1018.219971,1018.219971,1566300000
02-10-2003,1018.219971,1021.869995,1013.380005,1020.23999,1020.23999,1269300000
03-10-2003,1020.23999,1039.310059,1020.23999,1029.849976,1029.849976,1570500000
06-10-2003,1029.849976,1036.47998,1029.150024,1034.349976,1034.349976,1025800000
07-10-2003,1034.349976,1039.25,1026.27002,1039.25,1039.25,1279500000
08-10-2003,1039.25,1040.060059,1030.959961,1033.780029,1033.780029,1262500000
09-10-2003,1033.780029,1048.280029,1033.780029,1038.72998,1038.72998,1578700000
10-10-2003,1038.72998,1040.839966,1035.73999,1038.060059,1038.060059,1108100000
13-10-2003,1038.060059,1048.900024,1038.060059,1045.349976,1045.349976,1040500000
14-10-2003,1045.349976,1049.48999,1040.839966,1049.47998,1049.47998,1271900000
15-10-2003,1049.47998,1053.790039,1043.150024,1046.76001,1046.76001,1521100000
16-10-2003,1046.76001,1052.939941,1044.040039,1050.069946,1050.069946,1417700000
17-10-2003,1050.069946,1051.890015,1036.569946,1039.319946,1039.319946,1352000000
20-10-2003,1039.319946,1044.689941,1036.130005,1044.680054,1044.680054,1172600000
21-10-2003,1044.680054,1048.569946,1042.589966,1046.030029,1046.030029,1498000000
22-10-2003,1046.030029,1046.030029,1028.390015,1030.359985,1030.359985,1647200000
23-10-2003,1030.359985,1035.439941,1025.890015,1033.77002,1033.77002,1604300000
24-10-2003,1033.77002,1033.77002,1018.320007,1028.910034,1028.910034,1420300000
27-10-2003,1028.910034,1037.75,1028.910034,1031.130005,1031.130005,1371800000
28-10-2003,1031.130005,1046.790039,1031.130005,1046.790039,1046.790039,1629200000
29-10-2003,1046.790039,1049.829956,1043.349976,1048.109985,1048.109985,1562600000
30-10-2003,1048.109985,1052.810059,1043.819946,1046.939941,1046.939941,1629700000
31-10-2003,1046.939941,1053.089966,1046.939941,1050.709961,1050.709961,1498900000
03-11-2003,1050.709961,1061.439941,1050.709961,1059.02002,1059.02002,1378200000
04-11-2003,1059.02002,1059.02002,1051.699951,1053.25,1053.25,1417600000
05-11-2003,1053.25,1054.540039,1044.880005,1051.810059,1051.810059,1401800000
06-11-2003,1051.810059,1058.939941,1046.930054,1058.050049,1058.050049,1453900000
07-11-2003,1058.050049,1062.390015,1052.170044,1053.209961,1053.209961,1440500000
10-11-2003,1053.209961,1053.650024,1045.579956,1047.109985,1047.109985,1243600000
11-11-2003,1047.109985,1048.22998,1043.459961,1046.569946,1046.569946,1162500000
12-11-2003,1046.569946,1059.099976,1046.569946,1058.530029,1058.530029,1349300000
13-11-2003,1058.560059,1059.619995,1052.959961,1058.410034,1058.410034,1383000000
14-11-2003,1058.410034,1063.650024,1048.109985,1050.349976,1050.349976,1356100000
17-11-2003,1050.349976,1050.349976,1035.280029,1043.630005,1043.630005,1374300000
18-11-2003,1043.630005,1048.77002,1034,1034.150024,1034.150024,1354300000
19-11-2003,1034.150024,1043.949951,1034.150024,1042.439941,1042.439941,1326200000
20-11-2003,1042.439941,1046.47998,1033.420044,1033.650024,1033.650024,1326700000
21-11-2003,1033.650024,1037.569946,1031.199951,1035.280029,1035.280029,1273800000
24-11-2003,1035.280029,1052.079956,1035.280029,1052.079956,1052.079956,1302800000
25-11-2003,1052.079956,1058.050049,1049.310059,1053.890015,1053.890015,1333700000
26-11-2003,1053.890015,1058.449951,1048.280029,1058.449951,1058.449951,1097700000
28-11-2003,1058.449951,1060.630005,1056.77002,1058.199951,1058.199951,487220000
01-12-2003,1058.199951,1070.469971,1058.199951,1070.119995,1070.119995,1375000000
02-12-2003,1070.119995,1071.219971,1065.219971,1066.619995,1066.619995,1383200000
03-12-2003,1066.619995,1074.300049,1064.630005,1064.72998,1064.72998,1441700000
04-12-2003,1064.72998,1070.369995,1063.150024,1069.719971,1069.719971,1463100000
05-12-2003,1069.719971,1069.719971,1060.089966,1061.5,1061.5,1265900000
08-12-2003,1061.5,1069.589966,1060.930054,1069.300049,1069.300049,1218900000
09-12-2003,1069.300049,1071.939941,1059.160034,1060.180054,1060.180054,1465500000
10-12-2003,1060.180054,1063.02002,1053.410034,1059.050049,1059.050049,1444000000
11-12-2003,1059.050049,1073.630005,1059.050049,1071.209961,1071.209961,1441100000
12-12-2003,1071.209961,1074.76001,1067.640015,1074.140015,1074.140015,1223100000
15-12-2003,1074.140015,1082.790039,1068,1068.040039,1068.040039,1520800000
16-12-2003,1068.040039,1075.939941,1068.040039,1075.130005,1075.130005,1547900000
17-12-2003,1075.130005,1076.540039,1071.140015,1076.47998,1076.47998,1441700000
18-12-2003,1076.47998,1089.5,1076.47998,1089.180054,1089.180054,1579900000
19-12-2003,1089.180054,1091.060059,1084.189941,1088.660034,1088.660034,1657300000
22-12-2003,1088.660034,1092.939941,1086.140015,1092.939941,1092.939941,1251700000
23-12-2003,1092.939941,1096.949951,1091.72998,1096.02002,1096.02002,1145300000
24-12-2003,1096.02002,1096.400024,1092.72998,1094.040039,1094.040039,518060000
26-12-2003,1094.040039,1098.469971,1094.040039,1095.890015,1095.890015,356070000
29-12-2003,1095.890015,1109.47998,1095.890015,1109.47998,1109.47998,1058800000
30-12-2003,1109.47998,1109.75,1106.410034,1109.640015,1109.640015,1012600000
31-12-2003,1109.640015,1112.560059,1106.209961,1111.920044,1111.920044,1027500000
02-01-2004,1111.920044,1118.849976,1105.079956,1108.47998,1108.47998,1153200000
05-01-2004,1108.47998,1122.219971,1108.47998,1122.219971,1122.219971,1578200000
06-01-2004,1122.219971,1124.459961,1118.439941,1123.670044,1123.670044,1494500000
07-01-2004,1123.670044,1126.329956,1116.449951,1126.329956,1126.329956,1704900000
08-01-2004,1126.329956,1131.920044,1124.910034,1131.920044,1131.920044,1868400000
09-01-2004,1131.920044,1131.920044,1120.900024,1121.859985,1121.859985,1720700000
12-01-2004,1121.859985,1127.849976,1120.900024,1127.22998,1127.22998,1510200000
13-01-2004,1127.22998,1129.069946,1115.189941,1121.219971,1121.219971,1595900000
14-01-2004,1121.219971,1130.75,1121.219971,1130.52002,1130.52002,1514600000
15-01-2004,1130.52002,1137.109985,1124.540039,1132.050049,1132.050049,1695000000
16-01-2004,1132.050049,1139.829956,1132.050049,1139.829956,1139.829956,1721100000
20-01-2004,1139.829956,1142.930054,1135.400024,1138.77002,1138.77002,1698200000
21-01-2004,1138.77002,1149.209961,1134.619995,1147.619995,1147.619995,1757600000
22-01-2004,1147.619995,1150.51001,1143.01001,1143.939941,1143.939941,1693700000
23-01-2004,1143.939941,1150.310059,1136.849976,1141.550049,1141.550049,1561200000
26-01-2004,1141.550049,1155.380005,1141,1155.369995,1155.369995,1480600000
27-01-2004,1155.369995,1155.369995,1144.050049,1144.050049,1144.050049,1673100000
28-01-2004,1144.050049,1149.140015,1126.5,1128.47998,1128.47998,1842000000
29-01-2004,1128.47998,1134.390015,1122.380005,1134.109985,1134.109985,1921900000
30-01-2004,1134.109985,1134.170044,1127.72998,1131.130005,1131.130005,1635000000
02-02-2004,1131.130005,1142.449951,1127.869995,1135.26001,1135.26001,1599200000
03-02-2004,1135.26001,1137.439941,1131.329956,1136.030029,1136.030029,1476900000
04-02-2004,1136.030029,1136.030029,1124.73999,1126.52002,1126.52002,1634800000
05-02-2004,1126.52002,1131.170044,1124.439941,1128.589966,1128.589966,1566600000
06-02-2004,1128.589966,1142.790039,1128.390015,1142.76001,1142.76001,1477600000
09-02-2004,1142.76001,1144.459961,1139.209961,1139.810059,1139.810059,1303500000
10-02-2004,1139.810059,1147.02002,1138.699951,1145.540039,1145.540039,1403900000
11-02-2004,1145.540039,1158.890015,1142.329956,1157.76001,1157.76001,1699300000
12-02-2004,1157.76001,1157.76001,1151.439941,1152.109985,1152.109985,1464300000
13-02-2004,1152.109985,1156.880005,1143.23999,1145.810059,1145.810059,1329200000
17-02-2004,1145.810059,1158.97998,1145.810059,1156.98999,1156.98999,1396500000
18-02-2004,1156.98999,1157.400024,1149.540039,1151.819946,1151.819946,1382400000
19-02-2004,1151.819946,1158.569946,1146.849976,1147.060059,1147.060059,1562800000
20-02-2004,1147.060059,1149.810059,1139,1144.109985,1144.109985,1479600000
23-02-2004,1144.109985,1146.689941,1136.97998,1140.98999,1140.98999,1380400000
24-02-2004,1140.98999,1144.540039,1134.430054,1139.089966,1139.089966,1543600000
25-02-2004,1139.089966,1145.23999,1138.959961,1143.670044,1143.670044,1360700000
26-02-2004,1143.670044,1147.22998,1138.619995,1144.910034,1144.910034,1383900000
27-02-2004,1145.800049,1151.680054,1141.800049,1144.939941,1144.939941,1540400000
01-03-2004,1144.939941,1157.449951,1144.939941,1155.969971,1155.969971,1497100000
02-03-2004,1155.969971,1156.540039,1147.310059,1149.099976,1149.099976,1476000000
03-03-2004,1149.099976,1152.439941,1143.780029,1151.030029,1151.030029,1334500000
04-03-2004,1151.030029,1154.969971,1149.810059,1154.869995,1154.869995,1265800000
05-03-2004,1154.869995,1163.22998,1148.77002,1156.859985,1156.859985,1398200000
08-03-2004,1156.859985,1159.939941,1146.969971,1147.199951,1147.199951,1254400000
09-03-2004,1147.199951,1147.319946,1136.839966,1140.579956,1140.579956,1499400000
10-03-2004,1140.579956,1141.449951,1122.530029,1123.890015,1123.890015,1648400000
11-03-2004,1123.890015,1125.959961,1105.869995,1106.780029,1106.780029,1889900000
12-03-2004,1106.780029,1120.630005,1106.780029,1120.569946,1120.569946,1388500000
15-03-2004,1120.569946,1120.569946,1103.359985,1104.48999,1104.48999,1600600000
16-03-2004,1104.48999,1113.76001,1102.609985,1110.699951,1110.699951,1500700000
17-03-2004,1110.699951,1125.76001,1110.699951,1123.75,1123.75,1490100000
18-03-2004,1123.75,1125.5,1113.25,1122.319946,1122.319946,1369200000
19-03-2004,1122.319946,1122.719971,1109.689941,1109.780029,1109.780029,1457400000
22-03-2004,1109.780029,1109.780029,1089.540039,1095.400024,1095.400024,1452300000
23-03-2004,1095.400024,1101.52002,1091.569946,1093.949951,1093.949951,1458200000
24-03-2004,1093.949951,1098.319946,1087.160034,1091.329956,1091.329956,1527800000
25-03-2004,1091.329956,1110.380005,1091.329956,1109.189941,1109.189941,1471700000
26-03-2004,1109.189941,1115.27002,1106.130005,1108.060059,1108.060059,1319100000
29-03-2004,1108.060059,1124.369995,1108.060059,1122.469971,1122.469971,1405500000
30-03-2004,1122.469971,1127.599976,1119.660034,1127,1127,1332400000
31-03-2004,1127,1130.829956,1121.459961,1126.209961,1126.209961,1560700000
01-04-2004,1126.209961,1135.670044,1126.199951,1132.170044,1132.170044,1560700000
02-04-2004,1132.170044,1144.810059,1132.170044,1141.810059,1141.810059,1629200000
05-04-2004,1141.810059,1150.569946,1141.640015,1150.569946,1150.569946,1413700000
06-04-2004,1150.569946,1150.569946,1143.300049,1148.160034,1148.160034,1397700000
07-04-2004,1148.160034,1148.160034,1138.410034,1140.530029,1140.530029,1458800000
08-04-2004,1140.530029,1148.969971,1134.52002,1139.319946,1139.319946,1199800000
12-04-2004,1139.319946,1147.290039,1139.319946,1145.199951,1145.199951,1102400000
13-04-2004,1145.199951,1147.780029,1127.699951,1129.439941,1129.439941,1423200000
14-04-2004,1129.439941,1132.52002,1122.150024,1128.170044,1128.170044,1547700000
15-04-2004,1128.170044,1134.079956,1120.75,1128.839966,1128.839966,1568700000
16-04-2004,1128.839966,1136.800049,1126.900024,1134.609985,1134.609985,1487800000
19-04-2004,1134.560059,1136.180054,1129.839966,1135.819946,1135.819946,1194900000
20-04-2004,1135.819946,1139.26001,1118.089966,1118.150024,1118.150024,1508500000
21-04-2004,1118.150024,1125.719971,1116.030029,1124.089966,1124.089966,1738100000
22-04-2004,1124.089966,1142.77002,1121.949951,1139.930054,1139.930054,1826700000
23-04-2004,1139.930054,1141.920044,1134.810059,1140.599976,1140.599976,1396100000
26-04-2004,1140.599976,1145.079956,1132.910034,1135.530029,1135.530029,1290600000
27-04-2004,1135.530029,1146.560059,1135.530029,1138.109985,1138.109985,1518000000
28-04-2004,1138.109985,1138.109985,1121.699951,1122.410034,1122.410034,1855600000
29-04-2004,1122.410034,1128.800049,1108.040039,1113.890015,1113.890015,1859000000
30-04-2004,1113.890015,1119.26001,1107.22998,1107.300049,1107.300049,1634700000
03-05-2004,1107.300049,1118.719971,1107.300049,1117.48999,1117.48999,1571600000
04-05-2004,1117.48999,1127.73999,1112.890015,1119.550049,1119.550049,1662100000
05-05-2004,1119.550049,1125.069946,1117.900024,1121.530029,1121.530029,1469000000
06-05-2004,1121.530029,1121.530029,1106.300049,1113.98999,1113.98999,1509300000
07-05-2004,1113.98999,1117.300049,1098.630005,1098.699951,1098.699951,1653600000
10-05-2004,1098.699951,1098.699951,1079.630005,1087.119995,1087.119995,1918400000
11-05-2004,1087.119995,1095.689941,1087.119995,1095.449951,1095.449951,1533800000
12-05-2004,1095.449951,1097.550049,1076.319946,1097.280029,1097.280029,1697600000
13-05-2004,1097.280029,1102.77002,1091.76001,1096.439941,1096.439941,1411100000
14-05-2004,1096.439941,1102.099976,1088.23999,1095.699951,1095.699951,1335900000
17-05-2004,1095.699951,1095.699951,1079.359985,1084.099976,1084.099976,1430100000
18-05-2004,1084.099976,1094.099976,1084.099976,1091.48999,1091.48999,1353000000
19-05-2004,1091.48999,1105.930054,1088.48999,1088.680054,1088.680054,1548600000
20-05-2004,1088.680054,1092.619995,1085.430054,1089.189941,1089.189941,1211000000
21-05-2004,1089.189941,1099.640015,1089.189941,1093.560059,1093.560059,1258600000
24-05-2004,1093.560059,1101.280029,1091.77002,1095.410034,1095.410034,1227500000
25-05-2004,1095.410034,1113.800049,1090.73999,1113.050049,1113.050049,1545700000
26-05-2004,1113.050049,1116.709961,1109.910034,1114.939941,1114.939941,1369400000
